,version,social,economic,technical
42,augmecon_social_eps373,550.7523088939073,4041.211757375611,209.59146564778476
43,augmecon_social_eps374,584.9882390424148,4033.9227212133574,198.03936766296454
44,augmecon_social_eps375,625.4047213437732,4028.738832033357,186.48726967814423
45,augmecon_social_eps376,698.3863391135554,4017.302136180657,174.93517169332392
46,augmecon_social_eps378,558.8031528848078,3839.3674195917633,394.42503340491027
47,augmecon_social_eps379,542.9680397645577,3839.367419591764,382.8729354200905
48,augmecon_social_eps380,542.9680397645576,3840.5714740643034,371.32083743526954
49,augmecon_social_eps381,542.9680397645575,3840.229425837231,359.7687394504487
50,augmecon_social_eps382,545.2480397645577,3839.1406195917634,348.2166414656294
51,augmecon_social_eps383,553.103152884808,3840.231050429382,336.6645434808083
52,augmecon_social_eps384,556.68036110308,3835.388991213593,325.1124454959861
53,augmecon_social_eps385,548.663826376752,3424.2394497633304,313.56034751116846
54,augmecon_social_eps386,542.9680397645577,3840.4781768361186,302.00824952634787
55,augmecon_social_eps387,543.0061486550404,3842.341071318968,290.45615154152784
56,augmecon_social_eps388,549.8080397645576,3840.7242929626514,278.90405355670725
57,augmecon_social_eps389,544.1080397645577,3840.937140908154,267.3519555718867
58,augmecon_social_eps390,547.8955679370772,3834.603384138892,255.79985758706655
59,augmecon_social_eps391,544.3986281747291,3839.201396444049,244.24775960224622
60,augmecon_social_eps392,555.1484521812814,3832.1543140456974,232.69566161742569
61,augmecon_social_eps393,558.76922982124,3831.2054400089773,221.14356363260526
62,augmecon_social_eps394,562.1748921413082,3831.3351318043583,209.59146564778504
63,augmecon_social_eps395,585.9222599958804,3826.0421964392917,198.0393676629736
64,augmecon_social_eps399,546.8918795238691,3211.555551884093,394.425033404901
65,augmecon_social_eps400,546.8918795238694,3211.555551884092,382.8729354200889
66,augmecon_social_eps401,546.891879523871,3211.555551884091,371.32083743526476
67,augmecon_social_eps402,546.8918795238566,3211.5555518840924,359.7687394504432
68,augmecon_social_eps403,546.8918795238721,3211.555551884087,348.21664146560937
69,augmecon_social_eps404,546.891879523859,3211.5555518840897,336.6645434808009
70,augmecon_social_eps405,546.8918795238762,3211.5555518840856,325.1124454959853
71,augmecon_social_eps406,552.211893443693,3209.2906245015815,313.5603475111558
72,augmecon_social_eps407,549.8024552269087,3211.555551884082,302.0082495263425
73,augmecon_social_eps408,548.787009473738,3211.5555518840883,290.4561515415154
74,augmecon_social_eps409,560.6338675774551,3208.2060800415607,278.904053556699
75,augmecon_social_eps410,553.7336203794712,3210.0755607869974,267.3519555718864
76,augmecon_social_eps411,552.3210125331377,3210.1237726707805,255.79985758706633
77,augmecon_social_eps412,559.653598399769,3208.498158144389,244.24775960224693
78,augmecon_social_eps413,560.9620687737147,3208.449218411723,232.69566166727301
79,augmecon_social_eps420,882.4916523983717,2553.7367866118875,394.4250334049097
80,augmecon_social_eps421,877.8883249545854,2553.736786611883,382.8729353392387
81,augmecon_social_eps422,874.7639953191876,2553.7367866118884,371.32083743526925
82,augmecon_social_eps423,878.0443561212469,2553.7367866051613,359.7687394504487
83,augmecon_social_eps424,865.708374696091,2553.736786611888,348.21664146563035
84,augmecon_social_eps425,864.1383023487933,2553.736786611887,336.6645434808056
85,augmecon_social_eps426,884.4332942346165,2553.736786611888,325.11244549598786
86,augmecon_social_eps427,864.1067189401118,2553.7367866118884,313.56034751116465
87,augmecon_social_eps428,881.664840562,2553.7367866118875,302.008249526364
88,augmecon_social_eps429,870.6176933339258,2553.7367866118802,290.45615154152443
89,augmecon_social_eps430,882.2604436561022,2553.7367866118902,278.9040535566946
90,augmecon_social_eps431,876.778813549844,2553.7367866118902,267.3519555718868
91,augmecon_social_eps432,881.6815257412732,2553.736786611891,255.79985758706644
