,economic,technical
85,10735.241069574253,193.2900602519561
86,10735.241069574253,189.29813546195533
87,10735.241069574253,185.30621067195452
88,10735.241069574253,181.31428588195374
89,10735.241069574253,177.32236109195293
90,10735.241069574253,173.33043630195215
91,10735.241069574253,169.33851151195137
92,10735.241069574253,165.34658672195056
93,10083.227627579385,193.2900602519561
94,10083.227627579385,189.29813546195533
95,10083.227627579385,185.30621067195452
96,10083.227627579385,181.31428588195374
97,10083.227627579385,177.32236109195293
98,10083.227627579385,173.33043630195215
99,10083.227627579385,169.33851151195137
100,10083.227627579385,165.34658672195056
101,9431.214185584518,193.2900602519561
102,9431.214185584518,189.29813546195533
103,9431.214185584518,185.30621067195452
104,9431.214185584518,181.31428588195374
105,9431.214185584518,177.32236109195293
106,9431.214185584518,173.33043630195215
107,9431.214185584518,169.33851151195137
108,9431.214185584518,165.34658672195056
109,8779.200743589652,193.2900602519561
110,8779.200743589652,189.29813546195533
111,8779.200743589652,185.30621067195452
112,8779.200743589652,181.31428588195374
113,8779.200743589652,177.32236109195293
114,8779.200743589652,173.33043630195215
115,8779.200743589652,169.33851151195137
116,8779.200743589652,165.34658672195056
117,8127.187301594786,193.2900602519561
118,8127.187301594786,189.29813546195533
119,8127.187301594786,185.30621067195452
120,8127.187301594786,181.31428588195374
121,8127.187301594786,177.32236109195293
122,8127.187301594786,173.33043630195215
123,8127.187301594786,169.33851151195137
124,8127.187301594786,165.34658672195056
125,7475.1738595999195,193.2900602519561
126,7475.1738595999195,189.29813546195533
127,7475.1738595999195,185.30621067195452
128,7475.1738595999195,181.31428588195374
129,7475.1738595999195,177.32236109195293
130,7475.1738595999195,173.33043630195215
131,7475.1738595999195,169.33851151195137
132,7475.1738595999195,165.34658672195056
133,6823.160417605053,193.2900602519561
134,6823.160417605053,189.29813546195533
135,6823.160417605053,185.30621067195452
136,6823.160417605053,181.31428588195374
137,6823.160417605053,177.32236109195293
138,6823.160417605053,173.33043630195215
139,6823.160417605053,169.33851151195137
140,6823.160417605053,165.34658672195056
141,6171.146975610187,193.2900602519561
142,6171.146975610187,189.29813546195533
143,6171.146975610187,185.30621067195452
144,6171.146975610187,181.31428588195374
145,6171.146975610187,177.32236109195293
146,6171.146975610187,173.33043630195215
147,6171.146975610187,169.33851151195137
148,6171.146975610187,165.34658672195056
149,5519.133533615321,193.2900602519561
150,5519.133533615321,189.29813546195533
151,5519.133533615321,185.30621067195452
152,5519.133533615321,181.31428588195374
153,5519.133533615321,177.32236109195293
154,5519.133533615321,173.33043630195215
155,5519.133533615321,169.33851151195137
156,5519.133533615321,165.34658672195056
157,4867.120091620454,193.2900602519561
158,4867.120091620454,189.29813546195533
159,4867.120091620454,185.30621067195452
160,4867.120091620454,181.31428588195374
161,4867.120091620454,177.32236109195293
162,4867.120091620454,173.33043630195215
163,4867.120091620454,169.33851151195137
164,4867.120091620454,165.34658672195056
165,4215.106649625588,181.31428588195374
166,4215.106649625588,177.32236109195293
167,4215.106649625588,173.33043630195215
168,4215.106649625588,169.33851151195137
169,4215.106649625588,165.34658672195056
