Once_DEPTIME,Once_ARRTIME,Twice_1st_DEPTIME,Twice_2nd_DEPTIME,Twice_1st_ARRTIME,Twice_2nd_ARRTIME,Three_1st_DEPTIME,Three _2nd_DEPTIME,Three_3rd_DEPTIME,Three_1st_ARRTIME,Three _2nd_ARRTIME,Three_3rd_ARRTIME
360,1245,,,,,,,,,,
585,445,,,,,,,,,,
810,930,,,,,,,,,,
670,1560,,,,,,,,,,
540,700,,,,,,,,,,
480,930,,,,,,,,,,
1005,687,,,,,,,,,,
240,980,,,,,,,,,,
780,900,,,,,,,,,,
920,1340,,,,,,,,,,
1140,830,,,,,,,,,,
420,1080,,,,,,,,,,
525,1245,,,,,,,,,,
595,535,,,,,,,,,,
577,660,,,,,,,,,,
570,1095,,,,,,,,,,
525,537,,,,,,,,,,
520,960,,,,,,,,,,
1123,685,,,,,,,,,,
960,975,,,,,,,,,,
660,975,,,,,,,,,,
390,982,,,,,,,,,,
760,990,,,,,,,,,,
540,580,,,,,,,,,,
635,860,,,,,,,,,,
765,1035,,,,,,,,,,
985,827,,,,,,,,,,
840,1080,,,,,,,,,,
690,1070,,,,,,,,,,
390,930,,,,,,,,,,
660,550,,,,,,,,,,
370,960,,,,,,,,,,
780,885,,,,,,,,,,
795,840,,,,,,,,,,
500,1095,,,,,,,,,,
525,1085,,,,,,,,,,
510,1030,,,,,,,,,,
400,503,,,,,,,,,,
570,730,,,,,,,,,,
450,1020,,,,,,,,,,
1035,425,,,,,,,,,,
470,1022,,,,,,,,,,
690,748,,,,,,,,,,
615,700,,,,,,,,,,
445,725,,,,,,,,,,
1200,750,,,,,,,,,,
900,693,,,,,,,,,,
615,660,,,,,,,,,,
410,915,,,,,,,,,,
690,945,,,,,,,,,,
639,660,,,,,,,,,,
435,950,,,,,,,,,,
975,850,,,,,,,,,,
465,953,,,,,,,,,,
600,925,,,,,,,,,,
660,1145,,,,,,,,,,
585,1000,,,,,,,,,,
410,1140,,,,,,,,,,
480,575,,,,,,,,,,
420,710,,,,,,,,,,
1050,1035,,,,,,,,,,
625,950,,,,,,,,,,
435,1035,,,,,,,,,,
780,684,,,,,,,,,,
465,880,,,,,,,,,,
1095,815,,,,,,,,,,
505,955,,,,,,,,,,
450,557,,,,,,,,,,
460,1291,,,,,,,,,,
840,1055,,,,,,,,,,
375,850,,,,,,,,,,
570,1580,,,,,,,,,,
1185,700,,,,,,,,,,
480,1085,,,,,,,,,,
540,945,,,,,,,,,,
600,1140,,,,,,,,,,
840,1275,,,,,,,,,,
470,1305,,,,,,,,,,
840,1085,,,,,,,,,,
480,641,,,,,,,,,,
480,705,,,,,,,,,,
510,1080,,,,,,,,,,
990,780,,,,,,,,,,
605,855,,,,,,,,,,
630,533,,,,,,,,,,
840,460,,,,,,,,,,
795,1035,,,,,,,,,,
1140,685,,,,,,,,,,
630,932,,,,,,,,,,
660,670,,,,,,,,,,
1160,760,,,,,,,,,,
770,1020,,,,,,,,,,
810,1111,,,,,,,,,,
885,1055,,,,,,,,,,
1080,990,,,,,,,,,,
990,473,,,,,,,,,,
1110,520,,,,,,,,,,
475,870,,,,,,,,,,
1050,885,,,,,,,,,,
930,815,,,,,,,,,,
730,720,,,,,,,,,,
855,1000,,,,,,,,,,
990,1200,,,,,,,,,,
450,1100,,,,,,,,,,
585,1385,,,,,,,,,,
930,1124,,,,,,,,,,
480,920,,,,,,,,,,
630,835,,,,,,,,,,
570,685,,,,,,,,,,
685,1080,,,,,,,,,,
630,1380,,,,,,,,,,
600,1040,,,,,,,,,,
450,1450,,,,,,,,,,
645,710,,,,,,,,,,
890,450,,,,,,,,,,
600,630,,,,,,,,,,
600,840,,,,,,,,,,
1170,1405,,,,,,,,,,
420,1025,,,,,,,,,,
600,1140,,,,,,,,,,
960,1080,,,,,,,,,,
540,915,,,,,,,,,,
450,520,,,,,,,,,,
875,955,,,,,,,,,,
960,1115,,,,,,,,,,
1110,870,,,,,,,,,,
615,845,,,,,,,,,,
600,860,,,,,,,,,,
585,675,,,,,,,,,,
470,965,,,,,,,,,,
1130,1000,,,,,,,,,,
520,1185,,,,,,,,,,
900,840,,,,,,,,,,
570,1155,,,,,,,,,,
615,539,,,,,,,,,,
600,1170,,,,,,,,,,
360,975,,,,,,,,,,
420,935,,,,,,,,,,
615,940,,,,,,,,,,
630,645,,,,,,,,,,
630,1160,,,,,,,,,,
600,930,,,,,,,,,,
570,840,,,,,,,,,,
570,940,,,,,,,,,,
495,570,,,,,,,,,,
640,780,,,,,,,,,,
1020,684,,,,,,,,,,
520,1209,,,,,,,,,,
540,1030,,,,,,,,,,
660,825,,,,,,,,,,
450,690,,,,,,,,,,
520,965,,,,,,,,,,
660,1000,,,,,,,,,,
450,647,,,,,,,,,,
435,805,,,,,,,,,,
490,680,,,,,,,,,,
525,720,,,,,,,,,,
720,855,,,,,,,,,,
1020,845,,,,,,,,,,
630,1020,,,,,,,,,,
1170,585,,,,,,,,,,
910,980,,,,,,,,,,
1200,1054,,,,,,,,,,
990,855,,,,,,,,,,
480,955,,,,,,,,,,
720,532,,,,,,,,,,
540,1355,,,,,,,,,,
600,970,,,,,,,,,,
540,970,,,,,,,,,,
630,815,,,,,,,,,,
940,1210,,,,,,,,,,
1025,798,,,,,,,,,,
630,1210,,,,,,,,,,
1325,615,,,,,,,,,,
495,1110,,,,,,,,,,
480,693,,,,,,,,,,
405,930,,,,,,,,,,
465,900,,,,,,,,,,
750,780,,,,,,,,,,
555,1080,,,,,,,,,,
720,995,,,,,,,,,,
570,1060,,,,,,,,,,
810,1065,,,,,,,,,,
835,730,,,,,,,,,,
1110,1025,,,,,,,,,,
630,1000,,,,,,,,,,
571,960,,,,,,,,,,
675,840,,,,,,,,,,
1150,717,,,,,,,,,,
630,1115,,,,,,,,,,
480,760,,,,,,,,,,
780,970,,,,,,,,,,
1155,1080,,,,,,,,,,
480,645,,,,,,,,,,
780,685,,,,,,,,,,
1110,1265,,,,,,,,,,
510,600,,,,,,,,,,
1215,1350,,,,,,,,,,
360,964,,,,,,,,,,
1140,1264,,,,,,,,,,
540,995,,,,,,,,,,
1020,1065,,,,,,,,,,
1100,500,,,,,,,,,,
480,1080,,,,,,,,,,
600,1136,,,,,,,,,,
735,430,,,,,,,,,,
600,610,,,,,,,,,,
600,980,,,,,,,,,,
1170,585,,,,,,,,,,
1110,1010,,,,,,,,,,
900,1330,,,,,,,,,,
585,755,,,,,,,,,,
480,750,,,,,,,,,,
1110,1105,,,,,,,,,,
720,700,,,,,,,,,,
540,1140,,,,,,,,,,
610,1002,,,,,,,,,,
480,1130,,,,,,,,,,
635,1110,,,,,,,,,,
570,1015,,,,,,,,,,
510,707,,,,,,,,,,
450,1154,,,,,,,,,,
480,980,,,,,,,,,,
960,1164,,,,,,,,,,
690,795,,,,,,,,,,
540,835,,,,,,,,,,
540,627,,,,,,,,,,
510,1140,,,,,,,,,,
540,1160,,,,,,,,,,
465,765,,,,,,,,,,
500,630,,,,,,,,,,
960,598,,,,,,,,,,
365,1185,,,,,,,,,,
585,1010,,,,,,,,,,
820,1065,,,,,,,,,,
960,920,,,,,,,,,,
930,1320,,,,,,,,,,
660,1005,,,,,,,,,,
480,845,,,,,,,,,,
700,690,,,,,,,,,,
415,1153,,,,,,,,,,
600,970,,,,,,,,,,
360,990,,,,,,,,,,
450,825,,,,,,,,,,
550,610,,,,,,,,,,
430,1425,,,,,,,,,,
730,605,,,,,,,,,,
753,985,,,,,,,,,,
720,780,,,,,,,,,,
720,1000,,,,,,,,,,
780,915,,,,,,,,,,
780,910,,,,,,,,,,
1210,990,,,,,,,,,,
510,960,,,,,,,,,,
430,560,,,,,,,,,,
1100,765,,,,,,,,,,
640,805,,,,,,,,,,
1110,1315,,,,,,,,,,
540,1150,,,,,,,,,,
370,640,,,,,,,,,,
900,660,,,,,,,,,,
375,765,,,,,,,,,,
660,1330,,,,,,,,,,
405,1390,,,,,,,,,,
600,800,,,,,,,,,,
420,900,,,,,,,,,,
620,790,,,,,,,,,,
555,695,,,,,,,,,,
600,1260,,,,,,,,,,
715,1055,,,,,,,,,,
600,1030,,,,,,,,,,
750,565,,,,,,,,,,
1200,1220,,,,,,,,,,
1095,745,,,,,,,,,,
910,970,,,,,,,,,,
540,550,,,,,,,,,,
435,900,,,,,,,,,,
555,980,,,,,,,,,,
1030,755,,,,,,,,,,
495,960,,,,,,,,,,
555,1361,,,,,,,,,,
705,725,,,,,,,,,,
715,995,,,,,,,,,,
1070,1160,,,,,,,,,,
955,975,,,,,,,,,,
485,870,,,,,,,,,,
510,1020,,,,,,,,,,
925,1236,,,,,,,,,,
1070,640,,,,,,,,,,
1005,1380,,,,,,,,,,
960,1029,,,,,,,,,,
721,1100,,,,,,,,,,
960,945,,,,,,,,,,
670,780,,,,,,,,,,
1020,860,,,,,,,,,,
465,1080,,,,,,,,,,
905,580,,,,,,,,,,
600,1095,,,,,,,,,,
710,1160,,,,,,,,,,
960,780,,,,,,,,,,
1050,850,,,,,,,,,,
660,855,,,,,,,,,,
780,1200,,,,,,,,,,
740,1100,,,,,,,,,,
1215,1295,,,,,,,,,,
900,700,,,,,,,,,,
535,910,,,,,,,,,,
960,660,,,,,,,,,,
500,1350,,,,,,,,,,
630,510,,,,,,,,,,
1150,1300,,,,,,,,,,
960,750,,,,,,,,,,
480,635,,,,,,,,,,
570,1030,,,,,,,,,,
345,700,,,,,,,,,,
600,1025,,,,,,,,,,
1130,840,,,,,,,,,,
645,559,,,,,,,,,,
1115,985,,,,,,,,,,
615,1105,,,,,,,,,,
1155,805,,,,,,,,,,
720,1290,,,,,,,,,,
660,1260,,,,,,,,,,
450,1280,,,,,,,,,,
930,1015,,,,,,,,,,
840,615,,,,,,,,,,
960,890,,,,,,,,,,
600,1080,,,,,,,,,,
735,650,,,,,,,,,,
840,587,,,,,,,,,,
930,640,,,,,,,,,,
915,795,,,,,,,,,,
660,725,,,,,,,,,,
960,1090,,,,,,,,,,
690,635,,,,,,,,,,
810,1403,,,,,,,,,,
540,1020,,,,,,,,,,
920,846,,,,,,,,,,
588,670,,,,,,,,,,
420,743,,,,,,,,,,
480,1380,,,,,,,,,,
1150,1025,,,,,,,,,,
1100,915,,,,,,,,,,
1095,860,,,,,,,,,,
870,1020,,,,,,,,,,
540,1290,,,,,,,,,,
870,945,,,,,,,,,,
660,625,,,,,,,,,,
480,1080,,,,,,,,,,
880,1050,,,,,,,,,,
765,665,,,,,,,,,,
900,1085,,,,,,,,,,
750,1110,,,,,,,,,,
345,700,,,,,,,,,,
660,690,,,,,,,,,,
667,1220,,,,,,,,,,
660,975,,,,,,,,,,
514,658,,,,,,,,,,
905,1060,,,,,,,,,,
510,1042,,,,,,,,,,
1095,840,,,,,,,,,,
720,875,,,,,,,,,,
690,1430,,,,,,,,,,
840,1140,,,,,,,,,,
600,1102,,,,,,,,,,
660,495,,,,,,,,,,
630,675,,,,,,,,,,
720,825,,,,,,,,,,
600,675,,,,,,,,,,
870,970,,,,,,,,,,
420,1420,,,,,,,,,,
540,540,,,,,,,,,,
570,1100,,,,,,,,,,
720,1140,,,,,,,,,,
735,515,,,,,,,,,,
660,960,,,,,,,,,,
542,540,,,,,,,,,,
660,1020,,,,,,,,,,
540,700,,,,,,,,,,
510,1150,,,,,,,,,,
400,1185,,,,,,,,,,
1185,440,,,,,,,,,,
375,1005,,,,,,,,,,
570,815,,,,,,,,,,
450,1395,,,,,,,,,,
1000,959,,,,,,,,,,
630,905,,,,,,,,,,
420,1080,,,,,,,,,,
480,700,,,,,,,,,,
1080,1185,,,,,,,,,,
520,1000,,,,,,,,,,
635,920,,,,,,,,,,
420,1110,,,,,,,,,,
905,1090,,,,,,,,,,
555,930,,,,,,,,,,
1110,1030,,,,,,,,,,
940,680,,,,,,,,,,
1170,975,,,,,,,,,,
420,1155,,,,,,,,,,
765,860,,,,,,,,,,
510,1300,,,,,,,,,,
735,735,,,,,,,,,,
1110,950,,,,,,,,,,
1315,1380,,,,,,,,,,
735,1210,,,,,,,,,,
630,1240,,,,,,,,,,
390,930,,,,,,,,,,
1010,1145,,,,,,,,,,
510,1455,,,,,,,,,,
330,1050,,,,,,,,,,
705,1260,,,,,,,,,,
930,1100,,,,,,,,,,
870,1100,,,,,,,,,,
930,950,,,,,,,,,,
340,1000,,,,,,,,,,
480,1002,,,,,,,,,,
812,1140,,,,,,,,,,
720,975,,,,,,,,,,
660,807,,,,,,,,,,
630,1290,,,,,,,,,,
600,910,,,,,,,,,,
735,880,,,,,,,,,,
690,1005,,,,,,,,,,
660,635,,,,,,,,,,
375,700,,,,,,,,,,
510,690,,,,,,,,,,
600,982,,,,,,,,,,
780,682,,,,,,,,,,
600,1016,,,,,,,,,,
600,1350,,,,,,,,,,
900,670,,,,,,,,,,
630,940,,,,,,,,,,
470,960,,,,,,,,,,
600,1228,,,,,,,,,,
840,685,,,,,,,,,,
660,1127,,,,,,,,,,
360,735,,,,,,,,,,
845,730,,,,,,,,,,
570,920,,,,,,,,,,
660,1040,,,,,,,,,,
470,1100,,,,,,,,,,
1080,1150,,,,,,,,,,
600,777,,,,,,,,,,
915,1050,,,,,,,,,,
840,770,,,,,,,,,,
1080,960,,,,,,,,,,
600,1405,,,,,,,,,,
690,1030,,,,,,,,,,
915,705,,,,,,,,,,
780,632,,,,,,,,,,
630,910,,,,,,,,,,
660,400,,,,,,,,,,
540,780,,,,,,,,,,
1090,675,,,,,,,,,,
1050,1200,,,,,,,,,,
660,1130,,,,,,,,,,
1238,700,,,,,,,,,,
420,645,,,,,,,,,,
570,753,,,,,,,,,,
780,680,,,,,,,,,,
645,1305,,,,,,,,,,
480,690,,,,,,,,,,
540,765,,,,,,,,,,
780,735,,,,,,,,,,
660,1215,,,,,,,,,,
540,1010,,,,,,,,,,
1026,605,,,,,,,,,,
750,1320,,,,,,,,,,
615,1005,,,,,,,,,,
785,950,,,,,,,,,,
925,730,,,,,,,,,,
720,1180,,,,,,,,,,
750,950,,,,,,,,,,
325,752,,,,,,,,,,
840,1125,,,,,,,,,,
900,840,,,,,,,,,,
660,1175,,,,,,,,,,
510,840,,,,,,,,,,
720,610,,,,,,,,,,
735,1410,,,,,,,,,,
840,975,,,,,,,,,,
900,1315,,,,,,,,,,
450,1170,,,,,,,,,,
615,830,,,,,,,,,,
750,750,,,,,,,,,,
600,645,,,,,,,,,,
750,705,,,,,,,,,,
475,940,,,,,,,,,,
570,1110,,,,,,,,,,
570,980,,,,,,,,,,
660,1188,,,,,,,,,,
840,1005,,,,,,,,,,
540,678,,,,,,,,,,
630,937,,,,,,,,,,
540,1345,,,,,,,,,,
842,1028,,,,,,,,,,
900,545,,,,,,,,,,
780,1140,,,,,,,,,,
630,630,,,,,,,,,,
930,1310,,,,,,,,,,
630,985,,,,,,,,,,
1020,945,,,,,,,,,,
720,762,,,,,,,,,,
510,930,,,,,,,,,,
840,850,,,,,,,,,,
675,836,,,,,,,,,,
875,1085,,,,,,,,,,
1080,1400,,,,,,,,,,
600,710,,,,,,,,,,
505,765,,,,,,,,,,
660,1090,,,,,,,,,,
810,1163,,,,,,,,,,
1005,1035,,,,,,,,,,
690,540,,,,,,,,,,
600,980,,,,,,,,,,
675,1210,,,,,,,,,,
482,1210,,,,,,,,,,
540,805,,,,,,,,,,
760,1240,,,,,,,,,,
900,1120,,,,,,,,,,
720,1290,,,,,,,,,,
490,790,,,,,,,,,,
660,997,,,,,,,,,,
720,1360,,,,,,,,,,
630,700,,,,,,,,,,
960,1065,,,,,,,,,,
570,1335,,,,,,,,,,
930,1047,,,,,,,,,,
638,1065,,,,,,,,,,
895,675,,,,,,,,,,
535,825,,,,,,,,,,
490,902,,,,,,,,,,
360,655,,,,,,,,,,
540,1325,,,,,,,,,,
730,960,,,,,,,,,,
480,625,,,,,,,,,,
615,955,,,,,,,,,,
1075,665,,,,,,,,,,
540,990,,,,,,,,,,
570,1200,,,,,,,,,,
510,1062,,,,,,,,,,
570,1105,,,,,,,,,,
330,1140,,,,,,,,,,
330,755,,,,,,,,,,
1095,806,,,,,,,,,,
600,645,,,,,,,,,,
525,1335,,,,,,,,,,
645,1130,,,,,,,,,,
735,1345,,,,,,,,,,
490,855,,,,,,,,,,
780,1190,,,,,,,,,,
600,1165,,,,,,,,,,
540,910,,,,,,,,,,
1080,930,,,,,,,,,,
540,1050,,,,,,,,,,
720,1150,,,,,,,,,,
585,980,,,,,,,,,,
660,705,,,,,,,,,,
650,1215,,,,,,,,,,
1080,565,,,,,,,,,,
520,620,,,,,,,,,,
450,1060,,,,,,,,,,
600,685,,,,,,,,,,
870,1080,,,,,,,,,,
660,930,,,,,,,,,,
1245,1100,,,,,,,,,,
480,391,,,,,,,,,,
600,628,,,,,,,,,,
550,906,,,,,,,,,,
1110,950,,,,,,,,,,
450,990,,,,,,,,,,
570,1110,,,,,,,,,,
660,760,,,,,,,,,,
595,1260,,,,,,,,,,
1020,917,,,,,,,,,,
865,1087,,,,,,,,,,
480,676,,,,,,,,,,
1150,1155,,,,,,,,,,
690,1075,,,,,,,,,,
870,955,,,,,,,,,,
630,1035,,,,,,,,,,
495,930,,,,,,,,,,
1255,755,,,,,,,,,,
810,930,,,,,,,,,,
1170,960,,,,,,,,,,
870,1025,,,,,,,,,,
495,1045,,,,,,,,,,
525,1230,,,,,,,,,,
690,955,,,,,,,,,,
690,1015,,,,,,,,,,
705,1080,,,,,,,,,,
550,1210,,,,,,,,,,
810,678,,,,,,,,,,
660,1135,,,,,,,,,,
1020,750,,,,,,,,,,
535,1230,,,,,,,,,,
600,1125,,,,,,,,,,
510,878,,,,,,,,,,
660,995,,,,,,,,,,
1155,730,,,,,,,,,,
1145,690,,,,,,,,,,
750,750,,,,,,,,,,
590,1210,,,,,,,,,,
690,990,,,,,,,,,,
620,795,,,,,,,,,,
540,1350,,,,,,,,,,
1005,750,,,,,,,,,,
840,1035,,,,,,,,,,
945,975,,,,,,,,,,
640,1275,,,,,,,,,,
1140,970,,,,,,,,,,
725,1135,,,,,,,,,,
885,1085,,,,,,,,,,
715,725,,,,,,,,,,
660,940,,,,,,,,,,
600,1098,,,,,,,,,,
555,805,,,,,,,,,,
910,1210,,,,,,,,,,
660,1170,,,,,,,,,,
1310,1200,,,,,,,,,,
510,1140,,,,,,,,,,
720,950,,,,,,,,,,
900,790,,,,,,,,,,
430,1295,,,,,,,,,,
660,1080,,,,,,,,,,
630,985,,,,,,,,,,
1080,660,,,,,,,,,,
601,640,,,,,,,,,,
1110,1200,,,,,,,,,,
660,1385,,,,,,,,,,
900,1060,,,,,,,,,,
540,1305,,,,,,,,,,
705,1215,,,,,,,,,,
1110,1023,,,,,,,,,,
665,740,,,,,,,,,,
1156,1410,,,,,,,,,,
1020,1080,,,,,,,,,,
660,975,,,,,,,,,,
1125,645,,,,,,,,,,
630,990,,,,,,,,,,
855,1240,,,,,,,,,,
615,1175,,,,,,,,,,
570,790,,,,,,,,,,
660,820,,,,,,,,,,
690,980,,,,,,,,,,
600,1285,,,,,,,,,,
570,975,,,,,,,,,,
810,1120,,,,,,,,,,
600,1000,,,,,,,,,,
1050,1410,,,,,,,,,,
1020,1335,,,,,,,,,,
620,1015,,,,,,,,,,
1103,625,,,,,,,,,,
600,730,,,,,,,,,,
600,1235,,,,,,,,,,
690,1260,,,,,,,,,,
660,1180,,,,,,,,,,
1095,780,,,,,,,,,,
1080,650,,,,,,,,,,
450,1240,,,,,,,,,,
505,1055,,,,,,,,,,
600,1260,,,,,,,,,,
470,1020,,,,,,,,,,
570,1225,,,,,,,,,,
600,740,,,,,,,,,,
810,1410,,,,,,,,,,
405,1180,,,,,,,,,,
855,980,,,,,,,,,,
675,715,,,,,,,,,,
487,855,,,,,,,,,,
480,1015,,,,,,,,,,
780,930,,,,,,,,,,
780,1005,,,,,,,,,,
795,653,,,,,,,,,,
470,1105,,,,,,,,,,
1110,930,,,,,,,,,,
480,1110,,,,,,,,,,
630,990,,,,,,,,,,
690,710,,,,,,,,,,
480,902,,,,,,,,,,
495,1360,,,,,,,,,,
1230,725,,,,,,,,,,
630,1095,,,,,,,,,,
810,890,,,,,,,,,,
725,957,,,,,,,,,,
750,777,,,,,,,,,,
1150,946,,,,,,,,,,
500,975,,,,,,,,,,
1170,1372,,,,,,,,,,
570,1210,,,,,,,,,,
1030,1150,,,,,,,,,,
435,1365,,,,,,,,,,
540,950,,,,,,,,,,
660,1095,,,,,,,,,,
1080,1225,,,,,,,,,,
1185,565,,,,,,,,,,
630,920,,,,,,,,,,
810,945,,,,,,,,,,
460,1060,,,,,,,,,,
600,1050,,,,,,,,,,
690,1080,,,,,,,,,,
570,1140,,,,,,,,,,
1200,850,,,,,,,,,,
950,1235,,,,,,,,,,
540,660,,,,,,,,,,
630,1055,,,,,,,,,,
870,855,,,,,,,,,,
600,743,,,,,,,,,,
660,705,,,,,,,,,,
581,1030,,,,,,,,,,
480,940,,,,,,,,,,
1125,1050,,,,,,,,,,
1065,1435,,,,,,,,,,
600,935,,,,,,,,,,
870,990,,,,,,,,,,
780,960,,,,,,,,,,
1145,650,,,,,,,,,,
840,685,,,,,,,,,,
955,730,,,,,,,,,,
935,870,,,,,,,,,,
630,785,,,,,,,,,,
360,1410,,,,,,,,,,
660,1410,,,,,,,,,,
1200,750,,,,,,,,,,
630,810,,,,,,,,,,
300,840,,,,,,,,,,
335,840,,,,,,,,,,
975,800,,,,,,,,,,
450,670,,,,,,,,,,
410,860,,,,,,,,,,
490,575,,,,,,,,,,
780,905,,,,,,,,,,
1075,1055,,,,,,,,,,
480,870,,,,,,,,,,
480,1265,,,,,,,,,,
510,1110,,,,,,,,,,
510,1450,,,,,,,,,,
1215,945,,,,,,,,,,
475,1200,,,,,,,,,,
540,670,,,,,,,,,,
465,1050,,,,,,,,,,
450,1290,,,,,,,,,,
600,960,,,,,,,,,,
780,995,,,,,,,,,,
630,1210,,,,,,,,,,
630,990,,,,,,,,,,
470,950,,,,,,,,,,
660,1320,,,,,,,,,,
840,612,,,,,,,,,,
750,1290,,,,,,,,,,
765,915,,,,,,,,,,
525,875,,,,,,,,,,
645,990,,,,,,,,,,
520,855,,,,,,,,,,
630,1335,,,,,,,,,,
790,855,,,,,,,,,,
650,705,,,,,,,,,,
946,1050,,,,,,,,,,
510,631,,,,,,,,,,
510,1210,,,,,,,,,,
510,1188,,,,,,,,,,
485,950,,,,,,,,,,
910,920,,,,,,,,,,
440,929,,,,,,,,,,
1170,905,,,,,,,,,,
750,840,,,,,,,,,,
600,805,,,,,,,,,,
441,620,,,,,,,,,,
497,1230,,,,,,,,,,
420,770,,,,,,,,,,
1015,870,,,,,,,,,,
770,615,,,,,,,,,,
630,510,,,,,,,,,,
1170,925,,,,,,,,,,
1030,910,,,,,,,,,,
670,635,,,,,,,,,,
630,815,,,,,,,,,,
480,1040,,,,,,,,,,
660,1175,,,,,,,,,,
380,855,,,,,,,,,,
640,1120,,,,,,,,,,
510,940,,,,,,,,,,
690,1295,,,,,,,,,,
460,1040,,,,,,,,,,
1045,630,,,,,,,,,,
540,720,,,,,,,,,,
1140,1285,,,,,,,,,,
690,810,,,,,,,,,,
660,1086,,,,,,,,,,
900,1575,,,,,,,,,,
600,1410,,,,,,,,,,
905,1170,,,,,,,,,,
1080,1255,,,,,,,,,,
780,1430,,,,,,,,,,
660,1050,,,,,,,,,,
945,724,,,,,,,,,,
690,1339,,,,,,,,,,
540,705,,,,,,,,,,
600,840,,,,,,,,,,
1080,830,,,,,,,,,,
1155,1515,,,,,,,,,,
450,1380,,,,,,,,,,
660,880,,,,,,,,,,
660,750,,,,,,,,,,
895,1205,,,,,,,,,,
490,442,,,,,,,,,,
1080,615,,,,,,,,,,
615,825,,,,,,,,,,
440,765,,,,,,,,,,
420,1355,,,,,,,,,,
660,844,,,,,,,,,,
420,992,,,,,,,,,,
505,495,,,,,,,,,,
1030,810,,,,,,,,,,
520,795,,,,,,,,,,
690,820,,,,,,,,,,
370,1020,,,,,,,,,,
1170,1100,,,,,,,,,,
300,935,,,,,,,,,,
900,925,,,,,,,,,,
1080,1148,,,,,,,,,,
720,1035,,,,,,,,,,
645,1445,,,,,,,,,,
846,390,,,,,,,,,,
520,1290,,,,,,,,,,
590,940,,,,,,,,,,
345,1255,,,,,,,,,,
720,680,,,,,,,,,,
450,980,,,,,,,,,,
910,905,,,,,,,,,,
920,950,,,,,,,,,,
660,870,,,,,,,,,,
600,925,,,,,,,,,,
660,1140,,,,,,,,,,
720,960,,,,,,,,,,
690,625,,,,,,,,,,
510,890,,,,,,,,,,
1018,860,,,,,,,,,,
635,615,,,,,,,,,,
690,1050,,,,,,,,,,
735,850,,,,,,,,,,
590,700,,,,,,,,,,
660,875,,,,,,,,,,
415,1117,,,,,,,,,,
1050,700,,,,,,,,,,
630,570,,,,,,,,,,
600,893,,,,,,,,,,
1110,984,,,,,,,,,,
990,1100,,,,,,,,,,
570,810,,,,,,,,,,
705,760,,,,,,,,,,
680,1135,,,,,,,,,,
894,1170,,,,,,,,,,
1020,655,,,,,,,,,,
540,1245,,,,,,,,,,
780,815,,,,,,,,,,
540,650,,,,,,,,,,
450,925,,,,,,,,,,
540,1185,,,,,,,,,,
540,720,,,,,,,,,,
720,950,,,,,,,,,,
1035,1140,,,,,,,,,,
510,840,,,,,,,,,,
990,700,,,,,,,,,,
585,960,,,,,,,,,,
842,850,,,,,,,,,,
510,810,,,,,,,,,,
645,1085,,,,,,,,,,
890,1080,,,,,,,,,,
750,1030,,,,,,,,,,
725,786,,,,,,,,,,
510,972,,,,,,,,,,
570,885,,,,,,,,,,
610,1065,,,,,,,,,,
525,970,,,,,,,,,,
660,872,,,,,,,,,,
810,725,,,,,,,,,,
900,910,,,,,,,,,,
990,650,,,,,,,,,,
845,730,,,,,,,,,,
465,1275,,,,,,,,,,
690,720,,,,,,,,,,
600,750,,,,,,,,,,
720,880,,,,,,,,,,
960,1065,,,,,,,,,,
570,1050,,,,,,,,,,
525,915,,,,,,,,,,
490,710,,,,,,,,,,
525,735,,,,,,,,,,
540,990,,,,,,,,,,
1010,1020,,,,,,,,,,
1080,825,,,,,,,,,,
1230,1060,,,,,,,,,,
895,860,,,,,,,,,,
1185,945,,,,,,,,,,
660,660,,,,,,,,,,
880,1125,,,,,,,,,,
930,1160,,,,,,,,,,
540,1455,,,,,,,,,,
600,1130,,,,,,,,,,
660,733,,,,,,,,,,
435,735,,,,,,,,,,
510,1320,,,,,,,,,,
663,770,,,,,,,,,,
510,874,,,,,,,,,,
495,736,,,,,,,,,,
868,767,,,,,,,,,,
468,1029,,,,,,,,,,
382,795,,,,,,,,,,
1250,975,,,,,,,,,,
690,1021,,,,,,,,,,
420,1088,,,,,,,,,,
1020,740,,,,,,,,,,
1020,1050,,,,,,,,,,
430,1110,,,,,,,,,,
585,930,,,,,,,,,,
1010,1440,,,,,,,,,,
795,918,,,,,,,,,,
600,800,,,,,,,,,,
760,860,,,,,,,,,,
660,845,,,,,,,,,,
410,1310,,,,,,,,,,
430,975,,,,,,,,,,
810,605,,,,,,,,,,
915,1010,,,,,,,,,,
1120,715,,,,,,,,,,
525,1270,,,,,,,,,,
600,580,,,,,,,,,,
450,730,,,,,,,,,,
750,825,,,,,,,,,,
570,1218,,,,,,,,,,
720,465,,,,,,,,,,
750,600,,,,,,,,,,
560,762,,,,,,,,,,
570,843,,,,,,,,,,
450,810,,,,,,,,,,
795,1110,,,,,,,,,,
480,920,,,,,,,,,,
540,1170,,,,,,,,,,
1095,1320,,,,,,,,,,
1260,830,,,,,,,,,,
655,1065,,,,,,,,,,
495,1390,,,,,,,,,,
765,1335,,,,,,,,,,
660,900,,,,,,,,,,
780,1050,,,,,,,,,,
750,760,,,,,,,,,,
810,1050,,,,,,,,,,
725,780,,,,,,,,,,
570,1305,,,,,,,,,,
