Once_DEPTIME,Once_ARRTIME,Twice_1st_DEPTIME,Twice_2nd_DEPTIME,Twice_1st_ARRTIME,Twice_2nd_ARRTIME,Three_1st_DEPTIME,Three _2nd_DEPTIME,Three_3rd_DEPTIME,Three_1st_ARRTIME,Three _2nd_ARRTIME,Three_3rd_ARRTIME
920,952,960,1140,462,517,635,750,1230,485,965,1250
1100,970,540,900,540,1255,540,990,1060,542,728,1130
465,1005,690,910,930,1030,890,960,1110,540,920,1155
735,965,630,960,840,1000,510,723,885,715,960,1310
540,1509,840,1020,962,1034,555,780,870,540,960,1110
620,1075,480,615,800,950,510,915,1050,780,940,990
1070,1090,560,660,730,1015,510,570,915,535,715,1635
465,1005,690,1155,945,1015,960,1200,1320,570,720,910
450,615,710,840,780,1035,450,555,900,1030,1100,1295
1035,605,505,810,695,1060,720,790,885,540,655,935
750,952,740,1380,675,1060,615,729,975,900,945,1128
660,915,630,750,560,730,510,930,1135,927,960,1125
920,762,507,1140,515,800,660,785,975,667,1155,1230
550,1110,540,735,710,1005,490,930,1050,550,830,950
495,692,540,925,535,1008,510,560,900,693,828,901
1080,1360,600,840,750,900,885,1140,1210,710,1045,1430
515,1140,525,900,865,990,680,845,1070,660,1195,1345
690,1165,485,965,1095,1504,520,690,900,606,844,920
600,1065,410,580,740,1050,440,690,1050,920,990,1350
450,1310,445,485,755,1070,525,740,1290,683,855,1165
620,1080,390,615,725,965,635,865,1002,715,830,940
660,1387,525,925,680,885,550,720,915,555,945,1075
480,970,550,1065,715,1020,805,1120,1340,538,775,945
510,1110,510,900,515,700,570,1145,1170,1060,1230,1530
540,825,630,1095,1065,1175,630,780,945,520,640,1155
525,700,510,530,710,1070,540,1110,1245,780,840,990
630,975,540,810,840,960,450,610,930,703,960,1230
1135,1290,690,855,840,1110,800,910,1025,555,975,1205
665,930,480,960,920,1155,675,870,1065,880,1004,1052
660,1210,540,950,1080,1196,480,810,1185,710,885,1005
725,1210,660,800,1108,1285,510,705,1035,540,940,1200
630,1020,470,795,810,840,430,585,1100,550,825,940
600,675,620,735,610,890,340,540,750,970,1055,1245
510,1365,490,780,750,1175,555,670,840,910,1160,1240
665,1210,540,1215,750,1018,745,900,1140,710,860,1200
650,1200,465,810,625,915,530,600,920,595,755,985
990,815,530,1105,885,1545,510,630,1050,475,765,1112
690,1012,955,1000,890,1083,585,650,1140,567,770,1322
465,727,720,1130,981,1220,900,1010,1130,710,951,1080
675,785,555,690,695,885,895,1020,1155,665,945,1245
480,825,525,995,645,1115,730,1005,1090,690,755,940
1140,1025,485,885,549,935,750,990,1075,429,712,1465
435,1305,690,1065,665,900,510,660,915,897,1190,1359
660,875,480,980,540,945,515,815,910,585,1155,1220
600,490,430,1065,615,1044,520,915,1065,760,920,1125
510,975,705,1165,490,1035,510,900,1050,670,925,1030
595,1030,645,1140,475,505,720,795,1050,564,1215,1410
750,1080,510,910,530,655,598,1011,1095,590,865,1005
1075,1010,630,1030,547,940,655,920,1010,900,935,1220
660,922,525,915,769,1232,575,690,1045,740,900,995
420,1275,480,870,520,545,550,680,905,650,955,1410
630,1040,495,1130,985,1115,510,915,1095,847,1043,1410
600,1460,595,1076,552,1050,725,910,990,695,870,1020
600,960,690,990,790,965,570,615,1006,540,775,1065
530,1165,720,1055,955,1020,915,955,1075,405,645,900
700,745,570,825,585,990,540,630,1000,665,1030,1475
510,965,540,890,860,930,555,990,1125,625,760,875
510,1095,515,905,730,880,360,660,1035,555,760,1280
915,1090,525,927,555,935,765,1060,1165,543,693,1000
690,1145,405,1005,720,795,730,1125,1375,555,830,1075
495,753,530,925,510,920,495,606,919,635,785,1455
470,915,570,650,960,1320,465,650,890,935,1035,1155
920,825,480,1165,500,920,800,905,965,935,1095,1396
690,665,490,1040,890,1240,555,810,950,740,1045,1225
1035,1060,600,1180,630,815,830,985,1265,780,1035,1090
780,650,1080,1170,974,1100,520,885,1000,695,915,1155
660,630,510,950,530,945,770,890,1070,530,700,955
510,1055,555,713,1000,1470,520,746,902,535,835,920
960,695,870,1290,665,1040,630,680,1170,620,980,1155
750,825,520,900,810,1160,590,680,955,690,960,1110
1110,570,540,1020,520,940,579,695,739,790,810,1060
750,570,480,880,660,1370,715,820,945,780,1050,1162
650,1055,515,580,930,1430,527,930,1035,810,915,1060
480,1151,850,930,1065,1147,520,995,1100,700,945,1080
450,679,780,1090,778,1142,735,1130,1380,620,802,975
1005,1330,655,900,850,1090,630,780,1050,750,960,1230
1140,1175,560,1110,795,1080,500,750,845,580,750,945
450,990,640,900,565,1215,480,660,900,820,945,1090
615,1095,840,960,750,1080,390,600,990,545,940,1172
1020,1065,540,1075,599,920,750,910,1140,1005,1066,1341
500,965,530,910,580,960,750,800,1050,930,1010,1135
1170,870,645,780,978,1245,838,905,1090,590,720,1050
630,1065,480,1140,529,937,510,555,765,870,1095,1145
600,880,530,780,1025,1125,510,825,990,375,880,1115
810,960,630,990,545,940,490,600,900,895,1130,1185
1193,875,450,1020,630,855,420,510,910,945,1070,1225
810,842,480,525,600,1090,480,660,940,517,786,942
665,1035,640,1050,988,1128,490,900,970,490,725,915
570,1060,515,920,760,1335,890,1010,1125,822,941,1055
780,720,660,1080,1150,1310,520,685,915,950,1100,1345
960,1130,510,880,600,1220,565,720,1002,525,830,935
595,760,520,870,1090,1307,520,915,990,590,945,1065
985,672,475,1080,560,925,900,1000,1245,700,933,1260
990,1130,470,1020,960,1320,630,840,860,865,935,1155
480,1185,510,900,625,950,510,660,780,603,835,939
770,1235,750,900,565,956,715,950,1075,650,895,1185
500,807,630,925,890,1010,680,870,960,630,915,970
630,780,570,840,895,1135,510,720,850,640,709,883
654,565,480,920,740,1050,520,720,890,730,860,1045
720,990,590,830,770,1290,600,780,990,645,985,1140
780,725,510,865,659,930,580,780,830,947,1075,1135
870,1190,675,750,968,1095,510,900,990,960,1142,1390
780,1050,500,885,725,930,520,685,980,765,990,1365
900,865,480,900,700,1060,510,660,900,672,840,930
850,505,480,870,420,525,520,570,810,570,855,975
540,900,510,880,910,1152,780,1035,1110,460,720,1065
570,1000,560,900,540,860,1005,1075,1350,525,945,1155
600,930,795,1095,735,1580,520,800,855,910,925,1225
480,887,562,690,855,1150,505,1125,1310,790,945,1075
580,630,525,905,463,1035,510,970,1150,872,960,1405
435,940,795,1050,505,945,525,975,990,715,905,990
1200,1300,565,1318,765,1125,510,615,900,755,840,970
570,935,510,870,735,1165,780,1020,1140,700,955,1120
630,565,515,1095,595,1000,470,850,1020,540,670,970
465,945,420,570,920,1590,600,710,1215,452,518,930
1145,990,495,760,540,930,480,540,895,620,755,1105
520,850,570,825,571,920,515,840,1110,576,927,1038
990,950,525,930,1030,1355,685,1015,1105,910,1036,1320
1130,780,390,480,540,1410,450,750,975,812,1070,1144
1015,1025,630,1020,555,950,540,895,1260,525,945,1010
525,1310,420,485,880,950,540,855,895,548,702,942
750,710,555,870,745,935,530,985,1045,605,975,1055
600,1001,690,830,660,877,505,600,890,675,897,1050
660,995,645,735,515,950,480,1150,1185,867,945,1050
590,1380,480,830,715,1150,565,885,990,940,1055,1275
1185,1000,580,660,520,940,635,720,802,825,860,905
480,1003,480,1020,710,855,475,705,900,630,690,885
905,498,540,900,830,1340,460,960,1065,835,1010,1155
405,1140,495,750,560,1010,405,920,1080,630,750,945
705,1140,645,697,514,940,520,600,930,555,870,965
580,1305,675,945,885,1320,490,1035,1127,720,847,1090
1125,920,805,1243,770,1213,510,885,1020,530,915,1170
1005,1090,1020,1110,525,960,480,630,830,550,785,930
440,697,840,970,710,1345,440,1080,1410,540,585,930
450,795,540,870,555,960,600,655,867,970,1070,1120
1060,1180,480,615,820,983,500,900,990,1075,1100,1385
480,1185,480,1065,705,980,520,920,1020,545,820,1010
675,960,930,1025,660,720,660,790,1150,945,1000,1240
660,1337,600,870,535,915,480,630,900,532,980,1110
480,850,610,955,970,1105,510,630,1080,530,980,1160
960,793,330,1130,1080,1315,540,820,930,940,985,1075
875,945,525,1040,605,930,525,907,1110,580,770,955
820,830,510,895,1035,1215,1005,1065,1275,840,1040,1160
730,1387,480,905,578,810,640,960,1140,745,945,1515
600,844,597,705,705,885,510,670,885,665,1035,1360
930,1188,600,1110,795,995,540,660,980,500,720,930
785,820,540,960,795,1175,555,810,990,610,1015,1145
600,995,690,1170,770,1160,630,945,1125,710,945,1050
730,625,690,1070,437,540,600,720,1050,815,1085,1235
570,1005,630,810,645,960,815,930,1020,470,763,995
540,1225,520,910,720,850,645,1065,1395,583,1093,1301
500,930,540,720,876,1060,1151,1426,1547,620,1070,1322
660,1115,1020,1095,1055,1250,690,840,900,945,995,1055
930,565,470,825,690,810,510,870,990,540,660,940
510,1275,450,1060,640,690,540,575,795,630,830,908
660,1000,660,960,565,945,480,645,1005,675,950,1097
975,770,650,1030,720,1050,510,900,1030,708,797,856
540,765,635,820,697,745,630,950,1110,570,785,945
520,1005,540,1045,830,985,525,840,915,510,1030,1105
750,810,600,970,719,1160,520,920,1015,445,950,1110
630,970,530,720,825,1030,510,650,935,550,885,1065
1115,1110,522,900,1098,1143,515,630,910,530,760,915
510,1005,590,920,1110,1250,490,880,1030,1000,1400,1440
960,1335,495,925,1060,1450,933,970,1210,620,667,892
660,605,285,705,655,799,720,900,1110,855,945,1050
540,1090,585,900,960,1000,440,875,1045,535,988,1100
510,760,525,885,675,1290,810,1005,1065,755,837,1185
540,510,570,790,940,1040,375,615,885,520,665,960
1070,695,495,750,750,895,600,1135,1282,610,810,1410
430,1395,600,800,885,1090,540,960,1065,605,865,1210
310,616,365,1045,645,900,540,825,1075,545,940,1325
650,715,745,935,710,1028,525,850,950,1035,1205,1312
540,725,530,910,445,1372,510,910,1050,660,1040,1400
900,1125,440,1015,540,1060,630,1055,1410,543,803,958
1140,1240,365,1050,545,965,465,505,925,605,740,1340
590,1035,1050,1170,795,1030,510,590,890,730,876,1380
1060,537,420,990,830,1180,670,825,1140,615,778,1350
825,900,570,1100,1250,1370,480,500,564,835,1000,1355
1140,720,750,988,775,975,510,650,780,720,1090,1440
600,605,840,1095,633,915,600,765,790,1352,1448,1571
1050,1350,750,1020,955,1163,540,900,990,745,875,1450
720,520,600,720,525,830,480,820,915,555,875,960
1080,995,480,955,1025,1290,510,900,1125,570,780,1010
773,1296,525,920,630,980,510,765,930,570,765,1035
540,1000,800,1030,540,945,510,620,900,570,1005,1185
470,640,543,970,1030,1185,540,615,735,935,1047,1170
690,1212,500,1155,970,1315,525,690,900,550,862,941
450,1335,540,944,1057,1115,990,1175,1365,535,945,1055
570,1039,480,810,1065,1135,510,920,1000,580,675,1055
495,1095,510,1080,540,1020,530,720,910,945,1100,1288
570,935,900,905,825,1045,920,1050,1170,870,965,1215
660,910,720,990,1020,1280,615,648,1065,465,720,920
540,735,510,690,945,1230,690,1010,1070,960,1142,1350
780,735,600,840,690,1035,720,780,1150,540,640,1060
710,1110,570,990,750,1090,820,920,1010,560,975,1130
600,965,525,910,750,1010,515,1065,1135,800,1010,1340
600,965,525,860,680,1175,480,780,1020,558,905,975
515,1225,480,880,680,1030,510,905,1050,565,960,1070
1140,855,525,928,685,1025,510,895,954,685,1085,1450
720,678,675,790,543,930,660,840,1140,950,1130,1380
780,965,600,1015,608,962,570,885,1090,505,515,940
560,790,540,920,575,946,645,922,1140,525,670,945
611,1065,1080,1112,570,1030,625,810,941,745,1055,1420
420,570,495,975,660,1030,475,720,960,580,675,900
1170,1120,530,630,720,925,495,690,905,670,785,860
660,755,945,1080,595,1105,480,540,900,670,970,1085
315,970,660,900,610,840,662,740,967,535,860,930
690,520,480,1160,690,815,525,930,1025,530,965,1370
830,1365,450,1065,835,1290,685,825,985,527,870,946
450,750,540,750,1030,1090,515,840,1070,600,650,1055
1160,945,630,795,550,926,525,680,910,625,740,1140
1230,965,630,945,465,1090,240,810,1080,542,760,940
390,840,690,920,380,1290,530,635,830,1155,1245,1405
630,1295,720,1000,600,1340,540,780,990,525,940,1065
1326,935,580,690,625,1122,670,1140,1265,560,780,950
630,1125,540,840,832,1310,605,780,990,955,1115,1290
320,1230,510,900,915,1032,555,665,870,642,840,1266
590,900,600,665,535,1085,465,950,1005,725,1030,1090
580,1210,470,795,857,1365,640,855,1080,740,840,1160
1160,580,570,780,805,1265,660,930,1200,850,1050,1250
510,595,480,870,785,1000,460,660,785,835,990,1100
675,1329,510,900,695,1055,410,483,1030,630,885,1170
600,1040,510,920,520,1260,540,990,1130,645,935,1080
900,1045,810,940,555,950,525,720,915,535,939,980
690,690,575,1120,1115,1250,895,1010,1060,780,990,1275
675,640,540,1100,870,1075,420,650,835,610,1005,1335
555,1140,630,870,780,1078,490,645,920,740,840,1006
690,1275,540,1150,540,1215,1035,1086,1170,625,690,905
645,1340,630,1120,840,990,915,970,1050,680,800,1025
750,1230,510,900,750,900,465,510,910,450,555,755
510,1290,490,535,903,995,540,720,1080,525,660,1070
810,995,915,1230,1035,1265,495,750,875,671,873,982
630,870,615,920,840,1290,510,765,1190,544,949,1132
420,1070,490,610,540,710,570,645,825,745,905,1030
540,760,480,1095,675,960,480,900,1105,530,940,1155
1140,1560,600,690,785,1095,920,970,1050,517,670,980
975,1028,540,1080,535,929,480,900,1020,605,655,850
470,830,525,1100,542,1045,390,690,1050,645,835,1035
975,560,650,1005,610,935,600,1050,1125,850,1235,1370
1155,695,600,710,523,960,510,660,895,715,825,1170
1230,718,550,775,525,925,595,920,1130,690,855,1125
690,715,600,825,529,945,690,1070,1260,499,1001,1155
810,1215,650,1015,770,815,380,840,980,810,1000,1305
595,483,630,1010,990,1395,460,980,1040,635,775,825
570,820,780,910,640,1082,540,720,745,711,1070,1300
605,985,510,900,1020,1230,510,780,1195,915,1070,1300
1140,585,540,645,555,940,505,870,1040,550,810,950
1095,780,1125,1230,572,870,330,550,930,940,1025,1095
805,700,595,840,930,1420,540,710,980,440,730,860
630,1135,520,810,1110,1150,450,875,1035,549,675,944
490,820,570,930,590,755,705,880,1090,550,840,975
670,758,510,690,795,1065,510,645,920,1085,1165,1335
660,640,690,960,885,950,955,985,1225,930,1015,1070
756,990,885,1045,1025,1320,433,775,1065,620,915,1250
840,1125,710,1020,680,1190,370,635,900,532,780,960
580,1345,390,1392,605,880,670,860,1035,1052,1192,1313
1050,1320,630,920,741,885,525,570,905,535,950,1375
630,850,315,690,871,1100,870,1160,1225,645,740,895
750,1010,510,960,850,1080,570,640,920,525,1010,1295
495,1125,690,1065,680,860,500,730,1320,940,1040,1092
570,1030,860,935,795,950,435,720,900,435,760,1320
645,915,480,1165,530,935,510,920,990,640,1095,1335
435,615,540,780,635,976,600,660,675,540,735,915
1005,1170,630,690,765,840,840,1005,1299,900,1165,1270
515,450,480,1010,780,810,920,955,1130,780,890,1030
515,1180,558,1090,925,1130,710,855,985,580,995,1065
900,830,500,970,920,1515,450,870,1160,563,732,1020
390,915,840,1093,535,930,600,1035,1140,703,826,969
810,955,645,900,520,940,485,690,1100,802,880,1000
820,1171,600,1230,880,975,650,840,1025,661,1080,1206
755,1205,510,1020,716,1252,510,720,900,435,615,955
495,1025,620,1255,996,1335,450,650,1015,650,795,1030
625,1500,765,1025,830,1030,465,590,1160,990,1060,1288
895,1189,630,1140,620,1245,605,825,935,815,905,1155
330,975,465,795,795,1320,470,710,1090,795,980,1045
555,660,920,1225,885,1345,490,715,905,852,1025,1118
685,420,285,870,770,990,720,900,990,545,810,960
960,970,645,870,515,584,500,570,1035,395,725,940
1155,1035,450,915,900,945,520,1100,1185,720,947,1190
570,750,255,855,745,937,470,830,1030,545,595,945
1100,700,515,910,607,760,480,900,1160,1005,1175,1295
990,960,910,1090,616,1360,630,915,1030,640,745,990
810,1510,490,780,545,937,505,905,1150,585,910,1485
520,970,705,1090,620,1090,460,1125,1260,535,770,1125
345,750,420,765,1050,1220,920,1065,1175,540,960,1140
660,705,540,810,940,1071,540,900,1010,988,1040,1306
675,1040,510,870,690,1170,600,865,915,940,1023,1235
1200,1310,332,915,690,870,500,900,990,795,930,1030
595,1170,510,870,915,1080,810,910,1005,587,905,1277
1200,840,520,900,617,1065,435,690,930,673,804,956
480,1187,645,920,865,1300,735,800,925,1000,1090,1160
690,1109,525,710,630,885,615,1070,1115,565,1005,1145
430,981,660,735,995,1365,450,765,1020,835,1020,1292
650,1150,525,885,830,1050,540,760,1095,540,740,930
660,1380,690,1080,890,1355,490,525,890,480,730,1070
450,787,530,750,550,960,550,795,1080,555,950,1065
870,925,420,775,595,945,525,960,1052,855,1120,1170
510,835,525,935,1230,1250,465,720,907,540,705,1330
570,1110,510,745,790,900,520,915,1030,760,930,1035
510,800,695,795,640,920,420,520,900,815,1085,1215
555,615,360,1110,755,1000,520,655,725,500,915,1355
510,1010,615,920,1150,1250,516,721,886,520,800,950
600,1120,690,1165,615,750,515,610,925,760,935,1175
600,1085,600,885,915,1260,890,1086,1282,515,630,1055
360,1125,1075,1135,740,1170,480,550,855,935,1125,1220
855,627,630,1140,750,1030,510,870,960,495,935,1150
540,1252,480,750,805,1335,660,1090,1120,715,980,1045
690,780,1040,1375,660,845,460,630,1005,555,970,1165
570,1148,660,1200,525,1000,480,1040,1130,970,1090,1215
1065,670,480,860,770,1400,500,900,960,615,975,1040
1140,605,810,1080,900,1275,495,910,1110,720,890,940
1050,1300,795,890,525,1260,630,810,925,550,960,1150
690,670,655,870,685,975,,,,536,825,1155
555,660,540,690,720,870,,,,825,930,1035
1170,900,420,1065,675,745,,,,445,870,955
600,705,465,1200,750,1200,,,,770,890,965
1145,745,600,840,520,1002,,,,917,1097,1288
1160,940,510,850,865,1400,,,,555,855,1100
630,1070,510,1050,1090,1197,,,,640,890,1200
630,970,960,1070,665,920,,,,510,550,955
510,760,525,910,1095,1165,,,,700,885,1150
600,1260,780,1050,1225,1305,,,,555,995,1080
420,665,630,870,665,1033,,,,505,903,1040
560,1120,495,910,890,1295,,,,545,950,1150
540,975,600,1110,695,865,,,,460,700,960
600,1030,630,960,959,1235,,,,528,690,1005
500,960,490,1050,795,1165,,,,750,810,1300
750,760,720,990,835,1240,,,,538,800,925
780,1086,715,880,580,963,,,,585,735,945
600,1430,570,1245,710,1300,,,,915,1126,1310
945,720,570,800,1100,1455,,,,510,715,970
660,776,490,885,1185,1425,,,,570,910,985
990,1335,587,706,745,940,,,,707,785,1385
555,810,390,640,730,950,,,,1080,1115,1340
900,850,735,1110,305,910,,,,480,945,1095
1120,860,540,570,1205,1465,,,,885,1070,1205
960,620,525,920,810,953,,,,630,740,1370
650,985,450,1260,585,810,,,,530,946,972
1080,525,765,960,810,1140,,,,580,990,1230
530,845,720,990,730,870,,,,765,865,1010
600,1055,400,870,765,1385,,,,,,
600,458,570,1200,660,1140,,,,,,
750,615,500,900,545,930,,,,,,
680,960,660,1070,890,930,,,,,,
1065,975,1000,1050,630,940,,,,,,
540,1210,330,495,552,955,,,,,,
720,1128,500,900,910,1005,,,,,,
600,775,530,750,730,840,,,,,,
480,620,450,880,536,910,,,,,,
960,1130,780,900,1035,1183,,,,,,
750,915,1080,1170,640,960,,,,,,
1110,1065,491,915,435,930,,,,,,
600,920,660,1160,870,1005,,,,,,
510,1247,515,1195,755,815,,,,,,
690,1250,495,855,720,1065,,,,,,
550,980,510,1170,465,1150,,,,,,
810,870,840,1065,680,1040,,,,,,
1170,951,600,1110,755,1000,,,,,,
510,1345,510,930,655,1300,,,,,,
535,1305,510,880,850,1005,,,,,,
980,740,630,930,690,1060,,,,,,
630,1232,1180,1260,1050,1390,,,,,,
660,1150,570,940,525,885,,,,,,
510,585,900,1095,990,1145,,,,,,
570,790,540,825,840,937,,,,,,
870,1080,610,1140,1070,1210,,,,,,
660,765,525,675,703,1017,,,,,,
670,760,990,1044,625,845,,,,,,
735,960,570,1155,495,1220,,,,,,
630,984,540,785,700,1080,,,,,,
540,714,510,920,535,1290,,,,,,
645,710,630,680,755,900,,,,,,
1095,1090,435,825,990,1340,,,,,,
600,1010,510,720,690,1035,,,,,,
940,635,600,815,900,1335,,,,,,
990,900,715,865,740,1005,,,,,,
1020,1270,495,920,525,950,,,,,,
950,920,480,930,740,1280,,,,,,
570,1000,720,1345,795,1280,,,,,,
660,648,480,1230,730,905,,,,,,
720,705,475,635,660,880,,,,,,
540,445,570,975,525,1220,,,,,,
770,750,660,885,560,955,,,,,,
620,850,570,960,653,892,,,,,,
715,1050,500,910,815,1310,,,,,,
690,730,500,830,555,840,,,,,,
450,690,780,825,531,935,,,,,,
840,1170,480,900,930,1040,,,,,,
570,1155,495,1060,750,1015,,,,,,
630,1210,590,1050,565,1110,,,,,,
1305,735,570,705,960,1385,,,,,,
670,590,750,900,1070,1160,,,,,,
660,725,435,900,565,955,,,,,,
600,870,470,895,730,1270,,,,,,
420,675,360,1035,1010,1060,,,,,,
675,1318,1020,1200,460,1200,,,,,,
870,860,465,510,570,940,,,,,,
970,1105,1020,1140,650,830,,,,,,
660,820,520,900,587,980,,,,,,
1180,685,435,895,800,1040,,,,,,
510,745,510,990,1120,1225,,,,,,
480,1080,540,900,1125,1220,,,,,,
1020,1120,510,755,528,948,,,,,,
1050,885,480,700,770,1365,,,,,,
1050,1050,560,770,1163,1395,,,,,,
